draw_no,draw_date,main,supp,powerball,source
1093,2017-04-27,19 20 24 30 36 38,,3,archive
1094,2017-05-04,4 5 10 15 17 25,,2,archive
1095,2017-05-11,10 19 21 23 26 36,,10,archive
1096,2017-05-18,6 10 17 27 35 39,,12,archive
1097,2017-05-25,4 24 27 32 35 39,,13,archive
1098,2017-06-01,18 19 24 29 32 37,,12,archive
1099,2017-06-08,6 7 10 17 20 25,,15,archive
1100,2017-06-15,6 23 24 28 31 38,,12,archive
1101,2017-06-22,12 17 25 35 36 40,,17,archive
1102,2017-06-29,2 3 5 9 12 19,,9,archive
1103,2017-07-06,10 11 13 19 22 38,,20,archive
1104,2017-07-13,1 9 12 24 28 30,,9,archive
1105,2017-07-20,5 14 15 22 23 25,,9,archive
1106,2017-07-27,4 15 23 27 31 36,,16,archive
1107,2017-08-03,6 9 19 22 30 38,,10,archive
1108,2017-08-10,1 6 8 16 17 20,,1,archive
1109,2017-08-17,4 5 12 26 32 38,,6,archive
1110,2017-08-24,3 6 9 13 30 35,,20,archive
1111,2017-08-31,14 22 25 34 36 38,,10,archive
1112,2017-09-07,3 11 14 24 28 35,,3,archive
1113,2017-09-14,15 25 26 30 31 37,,18,archive
1114,2017-09-21,2 10 17 23 25 26,,5,archive
1115,2017-09-28,1 6 13 14 25 32,,7,archive
1116,2017-10-05,6 7 17 19 33 38,,17,archive
1117,2017-10-12,1 11 15 28 30 32,,20,archive
1118,2017-10-19,8 9 11 17 31 34,,16,archive
1119,2017-10-26,4 15 23 29 34 39,,5,archive
1120,2017-11-02,3 4 23 30 32 33,,4,archive
1121,2017-11-09,15 18 20 27 29 38,,20,archive
1122,2017-11-16,3 6 11 18 33 36,,5,archive
1123,2017-11-23,17 27 33 35 36 39,,7,archive
1124,2017-11-30,21 22 26 31 35 38,,10,archive
1125,2017-12-07,8 11 23 26 34 39,,13,archive
1126,2017-12-14,19 22 28 30 31 40,,6,archive
1127,2017-12-21,7 10 15 27 32 33,,9,archive
1128,2017-12-28,12 28 29 34 35 37,,7,archive
1129,2018-01-04,8 15 19 20 23 24,,5,archive
1130,2018-01-11,5 7 11 32 34 38,,12,archive
1131,2018-01-18,3 8 13 19 35 36,,6,archive
1132,2018-01-25,1 10 13 23 24 40,,13,archive
1133,2018-02-01,20 24 26 27 35 38,,3,archive
1134,2018-02-08,7 10 12 23 33 38,,16,archive
1135,2018-02-15,5 6 12 25 36 37,,7,archive
1136,2018-02-22,11 14 15 16 19 38,,8,archive
1137,2018-03-01,8 16 17 24 30 39,,8,archive
1138,2018-03-08,4 12 22 26 29 37,,11,archive
1139,2018-03-15,1 6 9 18 21 34,,15,archive
1140,2018-03-22,10 17 22 30 35 40,,7,archive
1141,2018-03-29,4 7 8 10 14 16,,10,archive
1142,2018-04-05,5 8 18 22 23 25,,10,archive
1143,2018-04-12,14 16 18 31 32 33,,17,archive
1144,2018-04-19,4 5 9 13 25 32 33,,7,archive
1145,2018-04-26,9 14 15 19 24 34 35,,12,archive
1146,2018-05-03,1 3 6 16 19 20 24,,13,archive
1147,2018-05-10,6 14 15 24 26 32 35,,14,archive
1148,2018-05-17,3 9 16 25 26 31 34,,9,archive
1149,2018-05-24,2 12 14 18 19 23 25,,17,archive
1150,2018-05-31,8 9 18 27 29 30 32,,6,archive
1151,2018-06-07,14 22 23 24 30 32 34,,9,archive
1152,2018-06-14,2 6 7 14 16 29 31,,15,archive
1153,2018-06-21,2 5 9 13 24 31 35,,16,archive
1154,2018-06-28,2 4 7 17 25 28 34,,3,archive
1155,2018-07-05,7 20 23 29 32 33 34,,16,archive
1156,2018-07-12,4 16 18 23 25 31 32,,5,archive
1157,2018-07-19,2 4 22 23 24 25 29,,17,archive
1158,2018-07-26,1 7 8 22 28 31 32,,15,archive
1159,2018-08-02,1 3 9 17 22 32 34,,19,archive
1160,2018-08-09,4 5 10 12 13 18 34,,19,archive
1161,2018-08-16,3 13 27 31 32 33 35,,3,archive
1162,2018-08-23,2 6 9 14 18 28 29,,11,archive
1163,2018-08-30,13 15 19 20 22 28 32,,20,archive
1164,2018-09-06,7 14 18 21 23 25 27,,20,archive
1165,2018-09-13,1 2 17 19 22 34 35,,11,archive
1166,2018-09-20,2 6 8 10 17 20 30,,8,archive
1167,2018-09-27,5 10 15 19 21 22 30,,3,archive
1168,2018-10-04,3 11 21 22 24 28 32,,7,archive
1169,2018-10-11,13 20 21 23 27 30 32,,13,archive
1170,2018-10-18,7 10 17 25 29 33 35,,5,archive
1171,2018-10-25,9 11 13 25 26 28 29,,12,archive
1172,2018-11-01,4 8 11 17 24 30 35,,3,archive
1173,2018-11-08,12 15 17 23 29 30 35,,10,archive
1174,2018-11-15,2 7 16 18 23 25 29,,20,archive
1175,2018-11-22,3 14 17 28 29 33 34,,17,archive
1176,2018-11-29,3 5 17 20 22 29 33,,12,archive
1177,2018-12-06,3 5 6 14 20 26 33,,19,archive
1178,2018-12-13,7 8 15 24 26 28 35,,13,archive
1179,2018-12-20,5 9 13 19 20 24 32,,15,archive
1180,2018-12-27,5 7 8 9 17 18 29,,19,archive
1181,2019-01-03,7 8 11 12 19 25 33,,13,archive
1182,2019-01-10,3 7 10 24 28 31 34,,14,archive
1183,2019-01-17,4 11 18 20 22 26 33,,9,archive
1184,2019-01-24,2 8 17 19 23 29 35,,3,archive
1185,2019-01-31,10 19 22 28 29 31 34,,10,archive
1186,2019-02-07,6 11 17 20 22 24 32,,19,archive
1187,2019-02-14,3 6 10 11 21 23 34,,5,archive
1188,2019-02-21,3 4 12 16 21 25 27,,8,archive
1189,2019-02-28,2 4 5 7 11 13 14,,14,archive
1190,2019-03-07,4 6 9 13 20 23 27,,2,archive
1191,2019-03-14,2 5 8 17 20 24 27,,6,archive
1192,2019-03-21,3 14 20 27 29 30 31,,7,archive
1193,2019-03-28,4 5 25 26 27 30 34,,18,archive
1194,2019-04-04,2 12 14 16 21 25 33,,4,archive
1195,2019-04-11,8 15 18 19 20 22 32,,9,archive
1196,2019-04-18,1 2 4 11 17 21 30,,2,archive
1197,2019-04-25,2 5 9 11 23 25 33,,6,archive
1198,2019-05-02,2 4 6 8 9 11 33,,4,archive
1199,2019-05-09,5 15 17 18 19 26 29,,2,archive
1200,2019-05-16,1 11 13 17 24 34 35,,19,archive
1201,2019-05-23,6 7 10 16 17 20 30,,4,archive
1202,2019-05-30,4 10 14 17 22 31 34,,7,archive
1203,2019-06-06,2 7 8 11 31 33 35,,20,archive
1204,2019-06-13,1 5 8 11 17 23 25,,3,archive
1205,2019-06-20,4 10 14 16 17 19 34,,13,archive
1206,2019-06-27,2 7 17 21 27 32 35,,7,archive
1207,2019-07-04,2 15 20 21 22 27 28,,3,archive
1208,2019-07-11,6 7 8 21 27 28 34,,16,archive
1209,2019-07-18,1 6 11 13 16 23 27,,11,archive
1210,2019-07-25,1 3 9 11 22 23 24,,4,archive
1211,2019-08-01,9 15 22 23 25 30 35,,6,archive
1212,2019-08-08,1 5 11 16 17 29 30,,8,archive
1213,2019-08-15,7 14 21 24 27 30 35,,13,archive
1214,2019-08-22,3 7 10 11 17 26 35,,19,archive
1215,2019-08-29,8 9 11 20 22 27 32,,20,archive
1216,2019-09-05,2 4 14 16 19 27 29,,13,archive
1217,2019-09-12,10 11 20 27 28 30 31,,2,archive
1218,2019-09-19,4 5 8 17 18 26 31,,9,archive
1219,2019-09-26,9 22 25 26 27 30 33,,19,archive
1220,2019-10-03,2 11 15 20 22 25 29,,3,archive
1221,2019-10-10,3 6 11 16 27 28 35,,10,archive
1222,2019-10-17,2 6 7 9 21 22 25,,12,archive
1223,2019-10-24,1 7 11 12 19 24 30,,7,archive
1224,2019-10-31,9 10 16 18 22 29 33,,8,archive
1225,2019-11-07,3 7 10 12 13 21 33,,4,archive
1226,2019-11-14,8 10 20 24 26 28 32,,6,archive
1227,2019-11-21,1 2 3 12 13 23 25,,1,archive
1228,2019-11-28,4 12 18 20 21 23 30,,1,archive
1229,2019-12-05,14 19 20 27 29 30 32,,6,archive
1230,2019-12-12,9 11 15 16 18 28 35,,9,archive
1231,2019-12-19,4 8 9 10 11 29 32,,18,archive
1232,2019-12-26,7 9 12 17 23 26 27,,2,archive
1233,2020-01-02,2 3 9 21 25 27 35,,4,archive
1234,2020-01-09,3 4 7 9 24 29 31,,2,archive
1235,2020-01-16,7 14 16 20 21 25 28,,11,archive
1236,2020-01-23,4 5 10 13 23 27 28,,4,archive
1237,2020-01-30,5 8 9 17 20 22 35,,16,archive
1238,2020-02-06,1 2 3 11 15 26 35,,17,archive
1239,2020-02-13,2 5 7 14 25 29 32,,3,archive
1240,2020-02-20,1 3 12 13 21 26 31,,19,archive
1241,2020-02-27,1 9 16 17 22 24 31,,2,archive
1242,2020-03-05,10 16 23 24 27 28 33,,12,archive
1243,2020-03-12,10 17 19 20 26 28 33,,2,archive
1244,2020-03-19,1 10 11 12 18 20 27,,20,archive
1245,2020-03-26,1 12 14 16 21 27 29,,7,archive
1246,2020-04-02,1 3 14 17 19 22 26,,18,archive
1247,2020-04-09,2 4 12 18 19 27 34,,11,archive
1248,2020-04-16,8 12 15 18 19 24 25,,18,archive
1249,2020-04-23,3 6 7 14 18 32 35,,2,archive
1250,2020-04-30,6 9 17 25 28 32 34,,10,archive
1251,2020-05-07,9 12 16 23 26 29 35,,10,archive
1252,2020-05-14,3 4 8 22 23 24 31,,15,archive
1253,2020-05-21,7 8 9 18 23 30 32,,4,archive
1254,2020-05-28,9 10 21 24 25 30 32,,19,archive
1255,2020-06-04,1 5 10 12 17 20 27,,13,archive
1256,2020-06-11,1 14 17 22 26 28 33,,9,archive
1257,2020-06-18,7 14 17 22 24 28 32,,1,archive
1258,2020-06-25,8 12 18 20 24 27 35,,17,archive
1259,2020-07-02,1 6 10 15 16 21 26,,19,archive
1260,2020-07-09,2 21 26 28 31 32 33,,12,archive
1261,2020-07-16,11 14 18 23 26 32 34,,5,archive
1262,2020-07-23,3 7 9 16 17 28 32,,6,archive
1263,2020-07-30,3 9 19 24 27 30 35,,1,archive
1264,2020-08-06,5 7 14 18 23 27 33,,7,archive
1265,2020-08-13,5 6 14 15 16 24 32,,19,archive
1266,2020-08-20,8 12 17 18 21 23 35,,1,archive
1267,2020-08-27,2 13 14 16 18 23 28,,9,archive
1268,2020-09-03,1 3 9 13 17 23 32,,19,archive
1269,2020-09-10,2 8 9 10 19 23 29,,14,archive
1270,2020-09-17,3 4 5 7 11 19 28,,6,archive
1271,2020-09-24,1 3 8 11 13 31 32,,3,archive
1272,2020-10-01,11 15 16 18 22 26 30,,4,archive
1273,2020-10-08,9 10 11 17 19 20 35,,3,archive
1274,2020-10-15,2 7 9 15 27 31 32,,7,archive
1275,2020-10-22,1 5 6 10 16 19 31,,10,archive
1276,2020-10-29,1 2 10 16 24 28 31,,19,archive
1277,2020-11-05,2 3 13 14 21 24 35,,12,archive
1278,2020-11-12,6 9 11 14 19 23 24,,20,archive
1279,2020-11-19,1 7 12 13 26 30 34,,11,archive
1280,2020-11-26,3 7 20 21 25 30 31,,2,archive
1281,2020-12-03,1 12 15 17 21 28 29,,17,archive
1282,2020-12-10,4 8 9 11 14 19 20,,19,archive
1283,2020-12-17,4 5 9 16 17 29 33,,13,archive
1284,2020-12-24,4 9 11 12 21 29 32,,2,archive
1285,2020-12-31,1 2 7 8 11 16 28,,7,archive
1286,2021-01-07,2 3 7 17 20 22 23,,5,archive
1287,2021-01-14,1 2 17 20 26 27 31,,14,archive
1288,2021-01-21,6 15 19 22 27 29 35,,14,archive
1289,2021-01-28,6 10 12 13 16 20 30,,11,archive
1290,2021-02-04,2 6 18 29 30 33 34,,8,archive
1291,2021-02-11,1 7 16 20 26 29 32,,14,archive
1292,2021-02-18,3 13 16 19 22 25 30,,10,archive
1293,2021-02-25,11 17 19 20 23 25 33,,3,archive
1294,2021-03-04,1 6 7 18 22 28 33,,4,archive
1295,2021-03-11,1 8 14 17 19 21 26,,20,archive
1296,2021-03-18,6 16 18 29 30 33 35,,4,archive
1297,2021-03-25,10 12 14 15 16 21 25,,5,archive
1298,2021-04-01,1 7 13 23 25 26 27,,15,archive
1299,2021-04-08,3 4 12 13 14 21 24,,6,archive
1300,2021-04-15,1 5 9 12 17 19 24,,3,archive
1301,2021-04-22,10 17 19 21 26 31 35,,1,archive
1302,2021-04-29,3 10 14 15 23 30 35,,15,archive
1303,2021-05-06,10 14 16 21 23 25 34,,9,archive
1304,2021-05-13,5 7 8 11 12 19 25,,20,archive
1305,2021-05-20,2 5 7 8 11 14 18,,19,archive
1306,2021-05-27,2 5 6 10 12 24 25,,20,archive
1307,2021-06-03,1 11 12 14 17 19 28,,11,archive
1308,2021-06-10,2 13 15 24 25 32 35,,16,archive
1309,2021-06-17,4 10 12 13 20 26 34,,1,archive
1310,2021-06-24,8 13 21 28 30 31 33,,15,archive
1311,2021-07-01,11 13 16 17 18 19 20,,15,archive
1312,2021-07-08,7 8 9 15 17 19 32,,6,archive
1313,2021-07-15,3 11 16 17 25 26 32,,2,archive
1314,2021-07-22,13 15 16 20 25 28 29,,11,archive
1315,2021-07-29,4 7 22 23 26 33 35,,17,archive
1316,2021-08-05,7 10 11 12 16 21 25,,18,archive
1317,2021-08-12,4 10 17 19 21 23 26,,7,archive
1318,2021-08-19,2 7 8 9 10 26 30,,3,archive
1319,2021-08-26,10 11 14 25 27 28 32,,6,archive
1320,2021-09-02,4 5 12 14 17 25 28,,10,archive
1321,2021-09-09,2 3 6 8 17 20 23,,2,archive
1322,2021-09-16,1 8 9 22 30 31 32,,9,archive
1323,2021-09-23,3 8 10 14 21 23 24,,5,archive
1324,2021-09-30,2 7 14 18 24 25 27,,20,archive
1325,2021-10-07,4 13 18 25 27 29 34,,13,archive
1326,2021-10-14,12 17 20 22 23 27 32,,17,archive
1327,2021-10-21,2 7 11 17 27 28 30,,11,archive
1328,2021-10-28,9 10 14 15 23 26 29,,3,archive
1329,2021-11-04,8 12 15 18 27 30 34,,8,archive
1330,2021-11-11,1 2 3 4 15 17 20,,16,archive
1331,2021-11-18,1 3 5 8 13 19 34,,11,archive
1332,2021-11-25,3 9 16 17 21 22 34,,9,archive
1333,2021-12-02,4 5 19 26 27 30 33,,8,archive
1334,2021-12-09,4 9 14 25 28 29 34,,3,archive
1335,2021-12-16,3 18 25 30 32 33 34,,6,archive
1336,2021-12-23,3 10 13 16 20 29 33,,19,archive
1337,2021-12-30,16 18 19 23 26 32 35,,10,archive
1338,2022-01-06,5 15 20 27 28 29 34,,8,archive
1339,2022-01-13,2 9 13 24 28 29 33,,13,archive
1340,2022-01-20,11 14 25 26 31 34 35,,1,archive
1341,2022-01-27,4 10 15 25 27 28 32,,18,archive
1342,2022-02-03,11 16 18 21 22 26 31,,8,archive
1343,2022-02-10,3 5 16 19 26 31 32,,6,archive
1344,2022-02-17,6 7 13 22 24 30 34,,10,archive
1345,2022-02-24,6 9 15 27 28 32 33,,8,archive
1346,2022-03-03,2 4 12 18 24 27 28,,4,archive
1347,2022-03-10,5 13 15 16 19 29 35,,16,archive
1348,2022-03-17,2 7 13 17 19 23 25,,13,archive
1349,2022-03-24,4 5 9 21 23 28 32,,20,archive
1350,2022-03-31,6 10 13 26 27 28 34,,11,archive
1351,2022-04-07,3 5 7 10 15 30 34,,12,archive
1352,2022-04-14,2 3 5 11 14 20 31,,4,archive
1353,2022-04-21,15 17 19 22 25 28 29,,6,archive
1354,2022-04-28,1 7 12 16 19 24 25,,7,archive
1355,2022-05-05,2 12 16 17 26 30 35,,19,archive
1356,2022-05-12,4 7 9 14 16 18 22,,10,archive
1357,2022-05-19,5 8 11 15 27 28 34,,3,archive
1358,2022-05-26,10 13 16 19 21 25 33,,18,archive
1359,2022-06-02,6 8 11 15 21 31 33,,7,archive
1360,2022-06-09,2 3 6 13 20 23 34,,12,archive
1361,2022-06-16,3 6 12 15 18 28 29,,15,archive
1362,2022-06-23,2 7 9 10 22 31 35,,19,archive
1363,2022-06-30,1 6 11 16 17 22 29,,2,archive
1364,2022-07-07,3 6 13 14 16 28 30,,11,archive
1365,2022-07-14,1 6 17 20 26 33 35,,5,archive
1366,2022-07-21,2 7 8 9 24 25 26,,9,archive
1367,2022-07-28,5 9 10 19 23 24 34,,13,archive
1368,2022-08-04,6 11 13 17 21 23 32,,15,archive
1369,2022-08-11,5 9 18 22 23 28 30,,3,archive
1370,2022-08-18,1 2 4 20 22 23 27,,20,archive
1371,2022-08-25,4 8 12 16 25 31 32,,17,archive
1372,2022-09-01,3 4 10 12 15 26 34,,20,archive
1373,2022-09-08,13 15 21 23 25 30 31,,10,archive
1374,2022-09-15,2 9 10 13 22 31 35,,15,archive
1375,2022-09-22,10 15 21 24 26 28 35,,8,archive
1376,2022-09-29,9 12 15 16 19 20 35,,4,archive
1377,2022-10-06,3 4 6 14 17 28 35,,10,archive
1378,2022-10-13,1 13 16 18 25 31 35,,2,archive
1379,2022-10-20,6 11 14 17 24 25 33,,18,archive
1380,2022-10-27,2 4 7 10 12 18 34,,7,archive
1381,2022-11-03,2 6 8 12 22 24 32,,2,archive
1382,2022-11-10,3 5 14 15 17 22 32,,7,archive
1383,2022-11-17,1 5 6 7 14 19 33,,17,archive
1384,2022-11-24,6 9 14 25 27 31 33,,15,archive
1385,2022-12-01,2 4 5 7 8 29 34,,15,archive
1386,2022-12-08,4 10 14 18 19 21 35,,11,archive
1387,2022-12-15,1 7 19 21 22 26 34,,2,archive
1388,2022-12-22,5 7 18 21 23 28 31,,4,archive
1389,2022-12-29,4 6 9 22 23 24 26,,18,archive
1390,2023-01-05,5 7 9 13 21 27 35,,6,archive
1391,2023-01-12,3 10 18 22 29 30 34,,5,archive
1392,2023-01-19,3 19 21 30 32 34 35,,1,archive
1393,2023-01-26,1 15 21 28 30 31 33,,16,archive
1394,2023-02-02,2 7 15 21 24 31 35,,18,archive
1395,2023-02-09,3 8 11 16 28 32 35,,13,archive
1396,2023-02-16,5 8 12 13 20 21 35,,8,archive
1397,2023-02-23,3 5 6 11 24 26 30,,9,archive
1398,2023-03-02,13 14 16 18 19 21 29,,18,archive
1399,2023-03-09,7 10 17 20 27 30 33,,1,archive
1400,2023-03-16,3 17 22 28 29 32 34,,18,archive
1401,2023-03-23,4 5 7 18 19 25 26,,15,archive
1402,2023-03-30,5 6 7 11 12 13 35,,15,archive
1403,2023-04-06,6 12 17 21 24 30 33,,10,archive
1404,2023-04-13,5 12 15 19 27 29 33,,4,archive
1405,2023-04-20,1 12 13 18 24 30 32,,6,archive
1406,2023-04-27,6 16 19 27 28 30 33,,17,archive
1407,2023-05-04,2 13 18 20 31 34 35,,9,archive
1408,2023-05-11,3 8 9 12 15 18 28,,14,archive
1409,2023-05-18,3 6 7 11 19 20 33,,18,archive
1410,2023-05-25,8 12 17 20 27 29 30,,6,archive
1411,2023-06-01,6 14 19 23 28 31 34,,3,archive
1412,2023-06-08,12 15 17 20 21 22 28,,11,archive
1413,2023-06-15,2 9 11 13 20 25 31,,2,archive
1414,2023-06-22,3 4 5 6 14 22 23,,17,archive
1415,2023-06-29,1 3 5 8 18 24 28,,2,archive
1416,2023-07-06,7 10 12 16 17 20 28,,20,archive
1417,2023-07-13,3 11 17 19 27 29 30,,15,archive
1418,2023-07-20,4 7 9 14 27 29 32,,17,archive
1419,2023-07-27,4 14 16 18 19 22 33,,18,archive
1420,2023-08-03,1 7 13 18 23 25 33,,7,archive
1421,2023-08-10,9 10 11 16 18 23 24,,9,archive
1422,2023-08-17,10 12 17 21 24 26 30,,10,archive
1423,2023-08-24,3 8 11 17 18 20 33,,7,archive
1424,2023-08-31,6 10 14 27 31 32 35,,6,archive
1425,2023-09-07,11 14 18 20 24 27 29,,19,archive
1426,2023-09-14,2 5 6 10 17 19 31,,10,archive
1427,2023-09-21,4 10 12 13 18 20 23,,5,archive
1428,2023-09-28,2 3 14 15 26 27 28,,19,archive
1429,2023-10-05,3 4 8 11 14 19 22,,5,archive
1430,2023-10-12,1 6 10 20 21 31 35,,13,archive
1431,2023-10-19,1 3 4 6 7 24 26,,18,archive
1432,2023-10-26,4 9 11 16 22 31 35,,20,archive
1433,2023-11-02,6 8 11 12 22 23 30,,15,archive
1434,2023-11-09,5 15 23 29 30 34 35,,2,archive
1435,2023-11-16,1 7 8 11 29 31 32,,16,archive
1436,2023-11-23,4 7 23 31 32 33 35,,5,archive
1437,2023-11-30,1 2 11 19 23 30 34,,4,archive
1438,2023-12-07,4 6 15 17 23 31 33,,15,archive
1439,2023-12-14,2 4 6 8 18 22 30,,2,archive
1440,2023-12-21,13 14 20 22 25 34 35,,12,archive
1441,2023-12-28,9 11 15 16 24 27 35,,1,archive
1442,2024-01-04,21 22 27 30 31 33 34,,4,archive
1443,2024-01-11,2 5 16 25 30 32 34,,7,archive
1444,2024-01-18,17 20 21 22 24 31 34,,6,archive
1445,2024-01-25,1 4 6 9 21 26 27,,10,archive
1446,2024-02-01,1 12 23 26 32 33 35,,10,archive
1447,2024-02-08,6 7 12 16 20 25 26,,2,archive
1448,2024-02-15,5 10 15 18 19 34 35,,20,archive
1449,2024-02-22,5 6 7 12 27 28 33,,4,archive
1450,2024-02-29,3 5 13 24 25 31 33,,17,archive
1451,2024-03-07,2 4 6 8 20 24 30,,10,archive
1452,2024-03-14,5 15 24 27 30 32 35,,2,archive
1453,2024-03-21,3 7 10 12 13 24 25,,11,archive
1454,2024-03-28,6 9 15 18 19 29 34,,4,archive
1455,2024-04-04,1 7 10 19 20 25 31,,11,archive
1456,2024-04-11,4 6 20 21 24 25 30,,2,archive
1457,2024-04-18,9 18 22 23 31 34 35,,1,archive
1458,2024-04-25,3 17 20 28 29 32 34,,18,archive
1459,2024-05-02,2 4 5 7 13 23 25,,16,archive
1460,2024-05-09,1 3 6 12 16 18 32,,4,archive
1461,2024-05-16,1 2 9 12 13 14 18,,3,archive
1462,2024-05-23,4 6 8 18 28 29 34,,11,archive
1463,2024-05-30,2 3 10 20 22 33 35,,9,archive
1464,2024-06-06,2 3 5 14 18 20 30,,4,archive
1465,2024-06-13,2 6 9 17 25 26 32,,4,archive
1466,2024-06-20,1 11 17 20 23 30 32,,16,archive
1467,2024-06-27,5 8 9 12 18 33 34,,6,archive
1468,2024-07-04,6 8 9 12 13 21 30,,4,archive
1469,2024-07-11,9 12 16 17 19 20 22,,9,archive
1470,2024-07-18,4 6 16 18 20 28 31,,6,archive
1471,2024-07-25,5 6 7 8 12 16 17,,13,archive
1472,2024-08-01,2 6 8 10 21 27 30,,9,archive
1473,2024-08-08,4 7 8 20 23 29 32,,17,archive
1474,2024-08-15,1 8 11 12 16 18 28,,15,archive
1475,2024-08-22,4 10 11 16 18 23 24,,6,archive
1476,2024-08-29,6 9 12 15 20 21 34,,15,archive
1477,2024-09-05,3 7 13 18 21 25 32,,18,archive
1478,2024-09-12,9 12 22 24 31 32 34,,10,archive
1479,2024-09-19,4 7 9 10 12 24 32,,15,archive
1480,2024-09-26,9 10 12 15 20 29 30,,16,archive
1481,2024-10-03,10 11 13 15 16 18 34,,2,archive
1482,2024-10-10,5 7 10 11 28 33 35,,1,archive
1483,2024-10-17,2 6 16 21 27 30 35,,7,archive
1484,2024-10-24,1 5 8 9 14 22 33,,2,archive
1485,2024-10-31,3 9 11 14 26 34 35,,7,archive
1486,2024-11-07,3 15 23 26 31 32 33,,6,archive
1487,2024-11-14,4 5 10 11 14 19 25,,20,archive
1488,2024-11-21,3 11 15 19 22 30 31,,2,archive
1489,2024-11-28,1 4 9 10 22 26 31,,14,archive
1490,2024-12-05,5 6 7 11 30 32 33,,11,archive
1491,2024-12-12,3 9 11 14 16 19 23,,16,archive
1492,2024-12-19,3 9 12 16 23 29 30,,19,archive
1493,2024-12-26,1 3 9 18 20 28 29,,9,archive
1494,2025-01-02,8 9 15 18 21 22 27,,19,archive
1495,2025-01-09,1 2 8 11 17 19 26,,11,archive
1496,2025-01-16,2 6 13 14 25 30 31,,2,archive
1497,2025-01-23,9 11 12 17 27 29 32,,18,archive
1498,2025-01-30,1 2 12 13 18 19 23,,4,archive
1499,2025-02-06,10 19 20 23 24 31 34,,14,archive
1500,2025-02-13,1 10 23 26 28 31 34,,3,archive
1501,2025-02-20,1 3 8 14 16 24 26,,4,archive
1502,2025-02-27,1 7 11 22 25 26 35,,3,archive
1503,2025-03-06,5 6 18 21 22 23 33,,16,archive
1504,2025-03-13,4 5 6 7 11 19 30,,20,archive
1505,2025-03-20,1 2 9 16 17 18 32,,1,archive
1506,2025-03-27,7 9 11 13 17 21 24,,11,archive
1507,2025-04-03,14 15 24 26 27 33 34,,10,archive
1508,2025-04-10,15 19 22 23 25 32 34,,2,archive
1509,2025-04-17,14 17 27 30 32 34 35,,17,archive
1510,2025-04-24,1 13 14 18 19 21 24,,13,archive
1511,2025-05-01,2 9 12 15 23 27 30,,10,archive
1512,2025-05-08,7 14 15 32 33 34 35,,12,archive
1513,2025-05-15,3 7 11 19 24 32 33,,17,archive
1514,2025-05-22,3 8 19 21 26 28 30,,20,archive
1515,2025-05-29,7 10 15 21 23 26 35,,18,archive
1516,2025-06-05,1 6 9 12 24 30 34,,10,archive
1517,2025-06-12,3 10 14 16 21 28 31,,6,archive
1518,2025-06-19,5 14 21 23 25 32 34,,11,archive
1519,2025-06-26,2 17 23 28 29 30 33,,15,archive
1520,2025-07-03,1 7 10 18 25 32 35,,14,archive
1521,2025-07-10,3 5 14 23 24 31 35,,10,archive
1522,2025-07-17,4 18 21 22 29 33 34,,3,archive
1523,2025-07-24,2 4 6 19 25 31 34,,20,archive
1524,2025-07-31,5 12 15 16 20 22 29,,4,archive
1525,2025-08-07,8 11 12 14 21 30 33,,19,archive
1526,2025-08-14,1 5 12 14 19 32 33,,10,archive
1527,2025-08-21,1 4 8 12 14 16 18,,14,archive
1528,2025-08-28,1 4 10 14 21 30 33,,6,archive
1529,2025-09-04,3 9 13 22 23 28 32,,5,archive
1530,2025-09-11,4 18 19 21 28 32 33,,17,archive
1531,2025-09-18,1 12 18 24 29 32 33,,8,archive
1532,2025-09-25,1 5 6 8 17 19 20,,12,archive
1533,2025-10-02,11 14 15 23 26 28 30,,9,archive
1534,2025-10-09,10 11 15 20 21 24 28,,20,archive
1535,2025-10-16,13 14 22 27 28 29 33,,16,archive
1536,2025-10-23,4 8 14 19 20 24 33,,16,archive
1537,2025-10-30,1 13 18 19 21 30 32,,17,archive
1538,2025-11-06,7 11 15 16 22 33 34,,13,archive
1539,2025-11-13,2 6 7 8 10 15 22,,13,archive
1540,2025-11-20,4 11 12 13 19 27 29,,20,archive
1541,2025-11-27,2 9 11 17 19 24 28,,1,archive
1542,2025-12-04,9 11 12 15 19 23 32,,14,archive
1543,2025-12-11,4 5 10 12 16 23 25,,10,archive
1544,2025-12-18,2 15 16 19 25 31 35,,14,archive
1545,2025-12-25,7 11 16 17 20 23 29,,17,archive
1546,2026-01-01,7 9 15 18 27 29 30,,3,archive
1547,2026-01-08,7 15 16 17 25 26 27,,9,archive
1548,2026-01-15,1 2 4 24 25 27 35,,14,archive
1549,2026-01-22,6 9 20 21 22 30 34,,5,archive
1550,2026-01-29,4 6 14 18 25 27 34,,6,archive
1551,2026-02-05,9 12 15 18 22 25 33,,8,archive
1552,2026-02-12,11 12 14 18 20 21 30,,7,archive
1553,2026-02-19,7 12 15 17 26 28 30,,9,archive
1554,2026-02-26,6 8 12 18 25 26 27,,5,archive
1555,2026-03-05,1 5 9 20 22 23 34,,17,archive
1556,2026-03-12,4 5 6 9 13 14 18,,14,archive
1557,2026-03-19,4 9 18 20 22 25 35,,15,archive
1558,2026-03-26,5 9 20 22 24 25 28,,20,archive
1559,2026-04-02,20 23 27 30 32 34 35,,18,archive
1560,2026-04-09,3 15 17 26 27 32 33,,20,archive
1561,2026-04-16,3 7 13 14 15 19 27,,18,archive
